Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,batch_size,batchnorm,epochs,layers,lr,num_layers,relu,sensor,duration,mse_list
2023-04-23 14:43:35,54ms,3f78aac2d83c4ef785a566caf540a0b1,"Neural net (lidar) | layers: 5, epochs: 500, lr: 1e-05, batchsize: 50",LOCAL,c:\Users\elmer\miniconda3\envs\miw2\Lib\site-packages\ipykernel_launcher.py,admin,FINISHED,50,True,500,128_256_512_1024_,1e-05,5,False,lidar,90.4148952960968,140.90871404012043
2023-04-23 14:21:58,53ms,1a34b4fa59334adab8007bccbb8c43b7,"Neural net (lidar) | layers: 4, epochs: 500, lr: 1e-05, batchsize: 40",LOCAL,c:\Users\elmer\miniconda3\envs\miw2\Lib\site-packages\ipykernel_launcher.py,admin,FINISHED,40,True,500,128_256_512_,1e-05,4,False,lidar,91.88118863105774,141.19650975545247
2023-04-23 14:48:56,56ms,4d5435f201fe4dd994f1f12c80ab43fa,"Neural net (lidar) | layers: 5, epochs: 500, lr: 1e-05, batchsize: 60",LOCAL,c:\Users\elmer\miniconda3\envs\miw2\Lib\site-packages\ipykernel_launcher.py,admin,FINISHED,60,True,500,128_256_512_1024_,1e-05,5,False,lidar,82.37270402908325,141.50468841552734
2023-04-23 15:32:34,56ms,54b072cc1eb24575b4192f16e69e83eb,"Neural net (lidar) | layers: 4, epochs: 500, lr: 1e-05, batchsize: 50",LOCAL,c:\Users\elmer\miniconda3\envs\miw2\Lib\site-packages\ipykernel_launcher.py,admin,FINISHED,50,True,500,256_128_32_,1e-05,4,False,lidar,78.4229907989502,142.01794573465983
2023-04-23 15:06:41,55ms,03edf030a28346d19eec4047d029cc30,"Neural net (lidar) | layers: 5, epochs: 500, lr: 1e-05, batchsize: 60",LOCAL,c:\Users\elmer\miniconda3\envs\miw2\Lib\site-packages\ipykernel_launcher.py,admin,FINISHED,60,True,500,512_512_512_512_,1e-05,5,False,lidar,86.46664357185364,142.25583541870117
2023-04-23 13:51:23,51ms,20897826e22143829c323b5be2639ede,"Neural net (lidar) | layers: 4, epochs: 500, lr: 1e-05, batchsize: 40",LOCAL,c:\Users\elmer\miniconda3\envs\miw2\Lib\site-packages\ipykernel_launcher.py,admin,FINISHED,40,True,500,32_64_128_,1e-05,4,False,lidar,91.49724817276001,142.40527552286784
2023-04-23 15:52:25,56ms,0d4dd8f422724cad8fdf0d310a37735b,"Neural net (lidar) | layers: 4, epochs: 500, lr: 1e-05, batchsize: 60",LOCAL,c:\Users\elmer\miniconda3\envs\miw2\Lib\site-packages\ipykernel_launcher.py,admin,FINISHED,60,True,500,512_256_32_,1e-05,4,False,lidar,72.13200569152832,143.35117523193358
2023-04-23 15:47:45,58ms,ad216e8b6c8a4649b460fe00ec3eeac6,"Neural net (lidar) | layers: 4, epochs: 500, lr: 1e-05, batchsize: 50",LOCAL,c:\Users\elmer\miniconda3\envs\miw2\Lib\site-packages\ipykernel_launcher.py,admin,FINISHED,50,True,500,512_256_32_,1e-05,4,False,lidar,79.74270415306091,143.57319145202638
2023-04-23 15:17:29,55ms,8d8e21bc2b4a4520ae98b1ba529c1cf8,"Neural net (lidar) | layers: 4, epochs: 500, lr: 1e-05, batchsize: 50",LOCAL,c:\Users\elmer\miniconda3\envs\miw2\Lib\site-packages\ipykernel_launcher.py,admin,FINISHED,50,True,500,128_64_32_,1e-05,4,False,lidar,78.34795808792114,143.8690990447998
2023-04-23 14:27:11,52ms,60358c6205864f50aed3b6522acb44ad,"Neural net (lidar) | layers: 4, epochs: 500, lr: 1e-05, batchsize: 50",LOCAL,c:\Users\elmer\miniconda3\envs\miw2\Lib\site-packages\ipykernel_launcher.py,admin,FINISHED,50,True,500,128_256_512_,1e-05,4,False,lidar,78.9918360710144,144.02522366841634
